Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales after discounts , Profit ,Date,Month Number, Month Name ,Year
Government,United States of America, Amarilla , Medium , $727.00 , $260.00 , $350.00 ," $254,450.00 "," $15,267.00 "," $239,183.00 "," $50,163.00 ",10/1/2013,10, October ,2013
Government,United States of America, Velo , Medium , $547.00 , $120.00 , $7.00 ," $3,829.00 ", $268.03 ," $3,560.97 "," $(62,079.03)",11/1/2014,11, November ,2014
Government,United States of America, Carretera , Medium ," $1,761.00 ", $3.00 , $350.00 ," $616,350.00 "," $43,144.50 "," $573,205.50 "," $567,922.50 ",3/1/2014,3, March ,2014
Government,United States of America, Velo , Medium ," $1,421.00 ", $120.00 , $20.00 ," $28,420.00 "," $1,989.40 "," $26,430.60 "," $(144,089.40)",12/1/2013,12, December ,2013
Government,Canada, Montana , Medium ," $1,611.00 ", $5.00 , $7.00 ," $11,277.00 "," $1,014.93 "," $10,262.07 "," $2,207.07 ",12/1/2013,12, December ,2013
Government,United States of America, Amarilla , Medium ," $1,282.00 ", $260.00 , $20.00 ," $25,640.00 "," $2,051.20 "," $23,588.80 "," $(309,731.20)",6/1/2014,6, June ,2014
Government,United States of America, Paseo , Medium , $678.00 , $10.00 , $7.00 ," $4,746.00 ", $379.68 ," $4,366.32 "," $(2,413.68)",8/1/2014,8, August ,2014
Government,United States of America, Velo , Medium ," $2,907.00 ", $120.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $(330,118.92)",6/1/2014,6, June ,2014
Government,United States of America, Amarilla , Medium ," $2,907.00 ", $260.00 , $7.00 ," $20,349.00 "," $1,627.92 "," $18,721.08 "," $(737,098.92)",6/1/2014,6, June ,2014
Government,United States of America, VTT , Medium , $436.50 , $250.00 , $20.00 ," $8,730.00 ", $698.40 ," $8,031.60 "," $(101,093.40)",7/1/2014,7, July ,2014
Government,United States of America, VTT , Medium ," $1,351.50 ", $250.00 , $350.00 ," $473,025.00 "," $42,572.25 "," $430,452.75 "," $92,577.75 ",4/1/2014,4, April ,2014
Government,United States of America, Amarilla , Medium ," $2,071.00 ", $260.00 , $350.00 ," $724,850.00 "," $65,236.50 "," $659,613.50 "," $121,153.50 ",9/1/2014,9, September ,2014
Government,United States of America, Paseo , Medium , $973.00 , $10.00 , $20.00 ," $19,460.00 "," $1,751.40 "," $17,708.60 "," $7,978.60 ",3/1/2014,3, March ,2014
Government,Canada, Montana , High ," $2,734.00 ", $5.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $3,171.44 ",10/1/2014,10, October ,2014
Government,Canada, Montana , High ," $1,249.00 ", $5.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $15,487.60 ",10/1/2014,10, October ,2014
Government,United States of America, VTT , High ," $2,807.00 ", $250.00 , $350.00 ," $982,450.00 "," $98,245.00 "," $884,205.00 "," $182,455.00 ",8/1/2014,8, August ,2014
Government,United States of America, VTT , High ," $1,579.00 ", $250.00 , $7.00 ," $11,053.00 "," $1,215.83 "," $9,837.17 "," $(384,912.83)",3/1/2014,3, March ,2014
Government,United States of America, Paseo , High , $380.00 , $10.00 , $7.00 ," $2,660.00 ", $292.60 ," $2,367.40 "," $(1,432.60)",9/1/2013,9, September ,2013
Government,United States of America, Velo , High , $986.00 , $120.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 "," $185,368.00 ",10/1/2014,10, October ,2014
Government,United States of America, VTT , High , $986.00 , $250.00 , $350.00 ," $345,100.00 "," $41,412.00 "," $303,688.00 "," $57,188.00 ",10/1/2014,10, October ,2014
Government,United States of America, Amarilla , High , $270.00 , $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 "," $12,960.00 ",2/1/2014,2, February ,2014
Government,Canada, Montana , High ," $2,227.50 ", $5.00 , $350.00 ," $779,625.00 "," $109,147.50 "," $670,477.50 "," $659,340.00 ",1/1/2014,1, January ,2014
Government,Canada, Montana , High , $200.00 , $5.00 , $350.00 ," $70,000.00 "," $9,800.00 "," $60,200.00 "," $59,200.00 ",5/1/2014,5, May ,2014
Government,United States of America, Paseo , High ," $1,438.50 ", $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 "," $(5,624.54)",1/1/2014,1, January ,2014
Government,United States of America, Paseo , High ," $2,641.00 ", $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 "," $19,543.40 ",2/1/2014,2, February ,2014
Government,United States of America, Carretera , High ," $1,743.00 ", $3.00 , $20.00 ," $34,860.00 "," $4,880.40 "," $29,979.60 "," $24,750.60 ",5/1/2014,5, May ,2014
Government,United States of America, Carretera , High ," $2,996.00 ", $3.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $9,047.92 ",10/1/2013,10, October ,2013
Government,Canada, Montana , High , $388.00 , $5.00 , $7.00 ," $2,716.00 ", $380.24 ," $2,335.76 ", $395.76 ,9/1/2014,9, September ,2014
Government,United States of America, Paseo , High ," $1,177.00 ", $10.00 , $350.00 ," $411,950.00 "," $57,673.00 "," $354,277.00 "," $342,507.00 ",11/1/2014,11, November ,2014
Government,United States of America, Velo , High , $606.00 , $120.00 , $20.00 ," $12,120.00 "," $1,696.80 "," $10,423.20 "," $(62,296.80)",4/1/2014,4, April ,2014
Government,United States of America, Paseo , High , $267.00 , $10.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $1,869.00 ",10/1/2013,10, October ,2013
Government,United States of America, Paseo , High ," $2,007.00 ", $10.00 , $350.00 ," $702,450.00 "," $105,367.50 "," $597,082.50 "," $577,012.50 ",11/1/2013,11, November ,2013
Government,United States of America, VTT , High , $267.00 , $250.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $(62,211.00)",10/1/2013,10, October ,2013
Enterprise,Canada, Montana , None ," $2,665.50 ", $5.00 , $125.00 ," $333,187.50 ", $-   ," $333,187.50 "," $319,860.00 ",7/1/2014,7, July ,2014
Midmarket,United States of America, Amarilla , None , $615.00 , $260.00 , $15.00 ," $9,225.00 ", $-   ," $9,225.00 "," $(150,675.00)",12/1/2014,12, December ,2014
Midmarket,United States of America, Paseo , Low ," $1,514.00 ", $10.00 , $15.00 ," $22,710.00 ", $227.10 ," $22,482.90 "," $7,342.90 ",2/1/2014,2, February ,2014
Midmarket,United States of America, Paseo , Low ," $1,925.00 ", $10.00 , $15.00 ," $28,875.00 ", $577.50 ," $28,297.50 "," $9,047.50 ",12/1/2013,12, December ,2013
Midmarket,United States of America, Paseo , Low , $671.00 , $10.00 , $15.00 ," $10,065.00 ", $402.60 ," $9,662.40 "," $2,952.40 ",10/1/2013,10, October ,2013
Midmarket,United States of America, Amarilla , Low , $671.00 , $260.00 , $15.00 ," $10,065.00 ", $402.60 ," $9,662.40 "," $(164,797.60)",10/1/2013,10, October ,2013
Midmarket,United States of America, Velo , Medium , $555.00 , $120.00 , $15.00 ," $8,325.00 ", $416.25 ," $7,908.75 "," $(58,691.25)",1/1/2014,1, January ,2014
Midmarket,United States of America, Carretera , Medium ," $2,030.00 ", $3.00 , $15.00 ," $30,450.00 "," $1,827.00 "," $28,623.00 "," $22,533.00 ",11/1/2014,11, November ,2014
Midmarket,United States of America, Paseo , Medium ," $2,198.00 ", $10.00 , $15.00 ," $32,970.00 "," $1,978.20 "," $30,991.80 "," $9,011.80 ",8/1/2014,8, August ,2014
Midmarket,United States of America, Paseo , Medium ," $1,153.00 ", $10.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $4,727.30 ",10/1/2014,10, October ,2014
Midmarket,United States of America, VTT , Medium ," $1,153.00 ", $250.00 , $15.00 ," $17,295.00 "," $1,037.70 "," $16,257.30 "," $(271,992.70)",10/1/2014,10, October ,2014
Midmarket,United States of America, Paseo , Medium ," $2,931.00 ", $10.00 , $15.00 ," $43,965.00 "," $3,077.55 "," $40,887.45 "," $11,577.45 ",9/1/2013,9, September ,2013
Midmarket,United States of America, Paseo , Medium ," $3,675.00 ", $10.00 , $15.00 ," $55,125.00 "," $4,961.25 "," $50,163.75 "," $13,413.75 ",4/1/2014,4, April ,2014
Midmarket,United States of America, Velo , High , $790.00 , $120.00 , $15.00 ," $11,850.00 "," $1,185.00 "," $10,665.00 "," $(84,135.00)",5/1/2014,5, May ,2014
Midmarket,United States of America, Amarilla , High ," $3,199.50 ", $260.00 , $15.00 ," $47,992.50 "," $5,279.18 "," $42,713.33 "," $(789,156.68)",7/1/2014,7, July ,2014
Enterprise,Canada, Montana , None , $345.00 , $5.00 , $125.00 ," $43,125.00 ", $-   ," $43,125.00 "," $41,400.00 ",10/1/2013,10, October ,2013
Midmarket,United States of America, Amarilla , High ," $2,548.00 ", $260.00 , $15.00 ," $38,220.00 "," $4,586.40 "," $33,633.60 "," $(628,846.40)",11/1/2013,11, November ,2013
Midmarket,United States of America, Carretera , High ," $2,567.00 ", $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,798.35 ",6/1/2014,6, June ,2014
Midmarket,United States of America, VTT , High ," $2,567.00 ", $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $(608,250.65)",6/1/2014,6, June ,2014
Midmarket,United States of America, Paseo , High ," $1,767.00 ", $10.00 , $15.00 ," $26,505.00 "," $3,710.70 "," $22,794.30 "," $5,124.30 ",9/1/2014,9, September ,2014
Channel Partners,Canada, Montana , None ," $2,518.00 ", $5.00 , $12.00 ," $30,216.00 ", $-   ," $30,216.00 "," $17,626.00 ",6/1/2014,6, June ,2014
Channel Partners,Canada, Montana , Medium ," $2,321.00 ", $5.00 , $12.00 ," $27,852.00 "," $2,506.68 "," $25,345.32 "," $13,740.32 ",11/1/2014,11, November ,2014
Small Business,United States of America, Paseo , Low ," $2,905.00 ", $10.00 , $300.00 ," $871,500.00 "," $8,715.00 "," $862,785.00 "," $833,735.00 ",11/1/2014,11, November ,2014
Small Business,United States of America, VTT , Low ," $2,844.00 ", $250.00 , $300.00 ," $853,200.00 "," $25,596.00 "," $827,604.00 "," $116,604.00 ",2/1/2014,2, February ,2014
Small Business,United States of America, Paseo , Low ," $2,918.00 ", $10.00 , $300.00 ," $875,400.00 "," $35,016.00 "," $840,384.00 "," $811,204.00 ",5/1/2014,5, May ,2014
Small Business,United States of America, Carretera , Medium , $991.00 , $3.00 , $300.00 ," $297,300.00 "," $14,865.00 "," $282,435.00 "," $279,462.00 ",6/1/2014,6, June ,2014
Small Business,United States of America, Paseo , Medium , $991.00 , $10.00 , $300.00 ," $297,300.00 "," $14,865.00 "," $282,435.00 "," $272,525.00 ",6/1/2014,6, June ,2014
Small Business,United States of America, Velo , Medium ," $1,372.00 ", $120.00 , $300.00 ," $411,600.00 "," $28,812.00 "," $382,788.00 "," $218,148.00 ",12/1/2014,12, December ,2014
Small Business,United States of America, Amarilla , Medium ," $1,372.00 ", $260.00 , $300.00 ," $411,600.00 "," $28,812.00 "," $382,788.00 "," $26,068.00 ",12/1/2014,12, December ,2014
Small Business,United States of America, VTT , Medium , $808.00 , $250.00 , $300.00 ," $242,400.00 "," $19,392.00 "," $223,008.00 "," $21,008.00 ",12/1/2013,12, December ,2013
Small Business,United States of America, VTT , Medium ," $1,867.00 ", $250.00 , $300.00 ," $560,100.00 "," $50,409.00 "," $509,691.00 "," $42,941.00 ",9/1/2014,9, September ,2014
Small Business,United States of America, Velo , High ," $2,294.00 ", $120.00 , $300.00 ," $688,200.00 "," $68,820.00 "," $619,380.00 "," $344,100.00 ",10/1/2013,10, October ,2013
Small Business,United States of America, VTT , High ," $2,294.00 ", $250.00 , $300.00 ," $688,200.00 "," $68,820.00 "," $619,380.00 "," $45,880.00 ",10/1/2013,10, October ,2013
Small Business,United States of America, Amarilla , High ," $2,993.00 ", $260.00 , $300.00 ," $897,900.00 "," $89,790.00 "," $808,110.00 "," $29,930.00 ",3/1/2014,3, March ,2014
Small Business,United States of America, Paseo , High ," $3,495.00 ", $10.00 , $300.00 ," $1,048,500.00 "," $125,820.00 "," $922,680.00 "," $887,730.00 ",1/1/2014,1, January ,2014
Small Business,United States of America, Carretera , High ," $1,010.00 ", $3.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 "," $257,550.00 ",10/1/2014,10, October ,2014
Small Business,United States of America, Velo , High ," $2,460.00 ", $120.00 , $300.00 ," $738,000.00 "," $103,320.00 "," $634,680.00 "," $339,480.00 ",7/1/2014,7, July ,2014
Small Business,United States of America, VTT , High ," $2,541.00 ", $250.00 , $300.00 ," $762,300.00 "," $106,722.00 "," $655,578.00 "," $20,328.00 ",8/1/2014,8, August ,2014
Small Business,United States of America, VTT , High ," $1,010.00 ", $250.00 , $300.00 ," $303,000.00 "," $42,420.00 "," $260,580.00 "," $8,080.00 ",10/1/2014,10, October ,2014
Small Business,United States of America, Velo , High ," $2,574.00 ", $120.00 , $300.00 ," $772,200.00 "," $115,830.00 "," $656,370.00 "," $347,490.00 ",11/1/2013,11, November ,2013
